hcp_id,name,specialty,sub_specialty,region,state,city,years_in_practice,practice_setting,patient_volume_monthly,baseline_rx_volume_monthly,speaker_eligible_flag,npi_taxonomy_code
1211781301,Rachel Bradley,cardiology,structural heart,Northeast,ME,Portland,17,hospital,223,1180,True,207RC0000X
1213108081,Michelle Stokes,rheumatology,psoriatic arthritis,Southwest,NV,Reno,14,private,159,418,False,207RR0500X
1213511599,Tyrone Johnson,primary care,adolescent medicine,Northeast,ME,Bangor,30,private,409,1491,True,207Q00000X
1214210316,Jason Gonzales,oncology,genitourinary,Southeast,NC,Charlotte,15,private,109,195,False,207RX0202X
1216532808,Samuel Burch,oncology,genitourinary,Southeast,AL,Mobile,12,academic,77,355,False,207RX0202X
1216575070,Kaitlyn Miller,primary care,adolescent medicine,Midwest,MO,Columbia,11,private,360,724,False,207Q00000X
1218757361,Kenneth Jones,oncology,melanoma/skin,Southwest,NM,Santa Fe,15,hospital,222,917,True,207R-X0202-X
1219172859,Patrick Shields,primary care,adolescent medicine,Southwest,TX,Austin,13,hospital,399,436,False,207Q00000X
1219516501,Anne Austin,endocrinology,obesity medicine,Midwest,WI,Madison,7,academic,212,781,False,207RE0101X
1219591108,Joseph Guerrero,cardiology,preventive,Midwest,IN,Fort Wayne,11,private,237,267,False,207RC0000X
1219831884,Andrea Rodriguez,primary care,urgent care,Northeast,ME,Bangor,28,hospital,283,989,True,207Q00000X
1220405058,Brian Myers,cardiology,interventional,Southwest,NM,Albuquerque,26,hospital,259,981,True,207RC0000X
1221260676,Ronald Higgins,endocrinology,bone & mineral,Midwest,IL,Peoria,26,academic,179,636,True,207RE0101X
1221582384,Krista Fisher,pulmonology,critical care,Midwest,MO,Columbia,13,hospital,259,832,True,207RP1001X
1222151080,Joseph Sheppard,rheumatology,vasculitis,Northeast,CT,New Haven,9,hospital,208,460,False,207R-R0500-X
1223523766,Gabriel Griffin,primary care,adolescent medicine,West,WA,Seattle,18,private,405,370,False,207Q00000X
1223528765,Kathy Jones,endocrinology,obesity medicine,Midwest,WI,Madison,10,private,214,375,False,207RE0101X
1224230882,Audrey Lee,primary care,family medicine,Southwest,NV,Reno,13,private,296,386,False,207Q00000X
1225504491,Brandy Hudson,endocrinology,reproductive endocrinology,Midwest,WI,Madison,14,hospital,252,376,False,207RE0101X
1227780172,Ross Schneider,primary care,internal medicine,Southwest,AZ,Scottsdale,11,hospital,467,914,False,207Q00000X
1228081653,Amanda Zavala,neurology,neuromuscular,Southeast,NC,Durham,8,academic,121,210,False,2084N0400X
1229022169,Sydney Valdez,pulmonology,sleep medicine,West,CO,Denver,13,academic,204,480,False,207RP1001X
1231312657,Jonathan Riley,neurology,headache,Northeast,NY,Albany,17,academic,119,530,True,2084N0400X
1231453428,Amanda Compton,endocrinology,reproductive endocrinology,Southeast,SC,Greenville,3,private,140,466,False,207RE0101X
1232787030,Jeffrey Gibbs,rheumatology,vasculitis,Southeast,AL,Huntsville,11,private,196,299,False,207RR0500X
1233281843,Troy Meyer,primary care,urgent care,West,OR,Eugene,8,private,494,351,False,207Q00000X
1234567687,Joseph Morrison,cardiology,structural heart,Southwest,NM,Albuquerque,21,private,270,494,False,207RC0000X
1234985764,Mark Erickson,endocrinology,thyroid,Midwest,MO,St. Louis,14,private,173,684,False,207RE0101X
1236438192,Melissa Becker,endocrinology,bone & mineral,West,UT,Salt Lake City,24,academic,170,755,True,207RE0101X
1237205202,Chad Humphrey,endocrinology,reproductive endocrinology,Northeast,NY,Buffalo,13,academic,141,376,False,207RE0101X
1237849298,Christopher Webster,oncology,melanoma/skin,Northeast,CT,Hartford,8,academic,101,283,False,207RX0202X
1237956572,Robert Fletcher,endocrinology,reproductive endocrinology,Southwest,NV,Las Vegas,31,private,123,635,True,207RE0101X
1238983617,Alicia Spence,pulmonology,copd,Southeast,TN,Memphis,13,hospital,229,740,False,207RP1001X
1240190284,Daniel Lucas,oncology,gi malignancies,Southwest,NM,Santa Fe,17,hospital,201,479,False,207RX0202X
1240393805,Aaron Collins,primary care,internal medicine,Southeast,FL,Jacksonville,10,hospital,421,321,False,207Q00000X
1241711534,David Kelley,primary care,internal medicine,Southeast,SC,Columbia,13,private,472,389,False,207Q00000X
1242598583,George Pacheco,oncology,breast,Northeast,MA,Worcester,14,academic,131,515,False,207RX0202X
1243754490,Monica Gutierrez,neurology,headache,Northeast,MA,Springfield,6,private,167,508,False,2084N0400X
1244876920,James Jackson,neurology,movement disorders,West,OR,Eugene,6,private,166,229,False,2084N0400X
1245433184,Christopher Brown,oncology,genitourinary,Southeast,SC,Columbia,13,hospital,125,442,False,207RX0202X
1245726108,Andrea Robinson,primary care,adolescent medicine,Midwest,MN,Rochester,35,academic,329,511,True,207Q00000X
1246066447,Mark Harper,rheumatology,psoriatic arthritis,Southwest,AZ,Mesa,28,hospital,198,843,True,207RR0500X
1246428209,Adrienne Jones,pulmonology,copd,Midwest,IL,Springfield,27,hospital,234,542,True,207RP1001X
1246448348,Lisa Mitchell,cardiology,interventional,Southeast,FL,Orlando,11,hospital,285,615,False,207RC0000X
1246818524,Ashley Elliott,primary care,family medicine,West,UT,Provo,4,private,265,232,False,207Q00000X
1249126917,Brent Anderson,endocrinology,reproductive endocrinology,West,OR,Eugene,10,hospital,299,736,False,207RE0101X
1249657408,Amy Reid,endocrinology,reproductive endocrinology,Northeast,NJ,Princeton,8,private,244,537,False,207RE0101X
1250017203,Anne Walters,pulmonology,critical care,Southeast,NC,Durham,22,hospital,195,482,False,207RP1001X
1250113473,Shawn Davenport,pulmonology,asthma/allergy,Midwest,MO,St. Louis,14,private,166,308,False,207RP1001X
1250474354,Sophia Goodwin,pulmonology,critical care,Southeast,GA,Augusta,16,hospital,156,348,False,207RP1001X
1250524505,Scott Rowe,neurology,epilepsy,West,WA,Spokane,12,hospital,167,148,False,2084N0400X
1250670316,Rebekah Fischer,primary care,internal medicine,Northeast,CT,New Haven,20,private,309,1144,True,207Q00000X
1251154013,Debbie Hill,neurology,movement disorders,West,UT,Salt Lake City,12,hospital,112,161,False,2084N0400X
1251202242,Danny Edwards,primary care,geriatrics,Northeast,MA,Boston,25,private,289,633,False,207Q00000X
1251411553,Diana Hardy,neurology,stroke,Southwest,NV,Reno,11,private,125,270,False,2084N0400X
1251567115,Keith Brewer,primary care,urgent care,Midwest,IL,Rockford,8,private,271,466,False,207Q-00000-X
1254492527,Stephanie Cox,oncology,breast,Midwest,WI,Green Bay,29,hospital,109,691,True,207RX0202X
1254891769,Natasha Norman,cardiology,preventive,Midwest,IL,Rockford,8,private,169,236,False,207RC0000X
1255569448,Elizabeth Gardner,rheumatology,rheumatoid arthritis,Northeast,MA,Cambridge,10,private,180,281,False,207RR0500X
1256419643,Matthew Garcia,rheumatology,vasculitis,Midwest,IL,Chicago,14,hospital,301,1369,True,207RR0500X
1257723886,Kathleen Evans,endocrinology,diabetes,Southwest,AZ,Phoenix,11,private,264,659,False,207RE0101X
1257768279,Jasmine Herrera,endocrinology,diabetes,West,WA,Tacoma,11,private,237,515,False,207RE0101X
1259584955,Robert Hale,oncology,genitourinary,Northeast,MA,Boston,12,hospital,163,326,False,207RX0202X
1260279835,Jill Hoffman,cardiology,interventional,Midwest,MN,St. Paul,8,hospital,118,269,False,207RC0000X
1260690478,Carol Moore,rheumatology,psoriatic arthritis,Northeast,CT,Hartford,17,private,133,317,False,207RR0500X
1261377760,Jesse Mendez,primary care,family medicine,Northeast,CT,Stamford,14,private,219,550,False,207Q00000X
1262170503,Stacy Santiago,primary care,adolescent medicine,West,CA,San Diego,20,private,472,1082,True,207Q00000X
1262874856,Anthony George,pulmonology,sleep medicine,Midwest,WI,Milwaukee,3,academic,194,316,False,207RP1001X
1263807582,Mark Cannon,primary care,family medicine,Northeast,NY,Syracuse,7,hospital,297,978,False,207Q00000X
1264333323,David Wright,primary care,family medicine,Northeast,NY,New York,12,private,398,657,False,207Q00000X
1265952337,Susan Allen,cardiology,structural heart,Northeast,NY,Syracuse,22,hospital,254,533,True,207RC0000X
1266109689,Richard Stanley,primary care,adolescent medicine,Southeast,AL,Birmingham,19,hospital,332,894,True,207Q00000X
1266945785,Tina Morales,primary care,internal medicine,West,CA,San Diego,19,private,387,733,False,207Q00000X
1267903205,Michael Cooper,endocrinology,obesity medicine,Midwest,IL,Chicago,23,hospital,183,337,False,207RE0101X
1268222167,Mark Brewer,primary care,adolescent medicine,Midwest,IN,Fort Wayne,19,academic,229,643,False,207Q00000X
1268421124,Jonathan Fox,endocrinology,diabetes,West,UT,Salt Lake City,21,private,135,703,False,207RE0101X
1271463741,Monique Mcdonald,primary care,internal medicine,West,OR,Portland,9,hospital,253,324,False,207Q00000X
1271711891,Jeremy Collins,oncology,thoracic,Southwest,OK,Oklahoma City,5,academic,108,176,False,207RX0202X
1271768685,Colleen Smith,primary care,geriatrics,Midwest,MN,St. Paul,8,hospital,603,564,False,207Q00000X
1273912869,Jonathan Lopez,rheumatology,vasculitis,Northeast,CT,Stamford,16,private,203,545,False,207RR0500X
1274985831,Diane Stephens,rheumatology,vasculitis,Southwest,AZ,Tucson,5,private,186,496,False,207RR0500X
1275177768,Catherine Miller,cardiology,heart failure,Southeast,VA,Arlington,11,private,127,260,False,207RC0000X
1275443434,Anthony Hampton,primary care,internal medicine,Midwest,IN,South Bend,8,hospital,301,338,False,207Q00000X
1275723975,Bridget Young,oncology,thoracic,West,OR,Eugene,18,academic,104,326,False,207RX0202X
1278315217,Robin Morgan,oncology,melanoma/skin,Midwest,IL,Rockford,11,hospital,170,289,False,207RX0202X
1279255164,Melissa Zavala,cardiology,heart failure,Midwest,MN,St. Paul,14,hospital,212,473,False,207RC0000X
1279507085,Sandra Benton,rheumatology,psoriatic arthritis,Southwest,TX,San Antonio,17,academic,160,553,False,207RR0500X
1279684447,Samuel Patel,primary care,internal medicine,West,CA,San Francisco,28,private,218,332,False,207Q00000X
1280087226,Jeremy Mcdowell,primary care,geriatrics,Northeast,NY,Rochester,10,private,425,1225,False,207Q00000X
1282327174,David Allen,rheumatology,vasculitis,Northeast,NJ,Newark,18,private,163,788,False,207RR0500X
1282914906,Paul Key,cardiology,heart failure,Southeast,SC,Columbia,6,private,217,286,False,207RC0000X
1282948292,Christopher Thomas,rheumatology,osteoarthritis,Midwest,WI,Madison,5,hospital,106,253,False,207RR0500X
1284061300,Maria Roberts,primary care,internal medicine,West,WA,Spokane,21,hospital,476,626,True,207Q00000X
1285330571,Steven Jackson,endocrinology,reproductive endocrinology,Southeast,GA,Savannah,18,private,379,773,False,207RE0101X
1285347583,Wayne Faulkner,neurology,headache,Southwest,NV,Reno,10,hospital,180,270,False,2084N0400X
1285520676,Sandra Scott,cardiology,structural heart,Southwest,OK,Oklahoma City,10,private,229,320,False,207RC0000X
1285907337,Vincent Price,rheumatology,vasculitis,Midwest,MN,Minneapolis,17,private,246,984,True,207RR0500X
1286477181,Jeffrey Roach,cardiology,heart failure,Midwest,WI,Green Bay,10,academic,241,555,False,207RC0000X
1287287258,Holly Becker,primary care,adolescent medicine,Midwest,OH,Columbus,9,private,413,679,False,207Q00000X
1289174306,Angela Hays,primary care,adolescent medicine,Southwest,AZ,Mesa,17,private,254,506,False,207Q00000X
1291534000,Darlene Ho,cardiology,interventional,Northeast,PA,Pittsburgh,18,private,287,706,True,207RC0000X
1292975558,Amanda Weber,oncology,thoracic,Northeast,CT,Stamford,2,academic,122,1069,True,207RX0202X
1293528836,David Reynolds,pulmonology,sleep medicine,Southeast,VA,Richmond,17,private,125,547,False,207RP1001X
1293643247,Adam Berg,cardiology,heart failure,Midwest,MO,St. Louis,4,hospital,232,455,False,207RC0000X
1294882026,Erin Calderon,oncology,breast,Northeast,MA,Springfield,14,private,149,412,False,207RX0202X
1295389203,Ricky Martinez,endocrinology,diabetes,West,WA,Tacoma,18,private,153,560,False,207RE0101X
1295857761,Lauren Fitzpatrick,primary care,family medicine,Southeast,GA,Savannah,4,private,240,295,False,207Q00000X
1296552940,Jenny Osborn,primary care,urgent care,Northeast,NY,Rochester,8,hospital,298,415,False,207Q00000X
1296624285,Tammy Bailey,primary care,internal medicine,West,CA,Sacramento,11,private,240,438,False,207Q00000X
1297280590,Brittney Hendricks,primary care,urgent care,Midwest,IL,Springfield,14,private,455,512,False,207Q00000X
1297391371,Patricia Cruz,endocrinology,bone & mineral,Northeast,MA,Boston,15,private,192,342,False,207RE0101X
1299294599,Tommy Martin,rheumatology,osteoarthritis,Midwest,MI,Detroit,37,private,182,427,True,207RR0500X
1299418347,Alexandra Marshall,cardiology,preventive,Northeast,MA,Springfield,18,hospital,231,461,False,207RC0000X
1299689400,John Whitehead,oncology,thoracic,Southeast,FL,Tampa,20,hospital,90,294,False,207RX0202X
1299832539,April Hester,endocrinology,reproductive endocrinology,Northeast,NJ,Newark,19,private,167,542,False,207RE0101X
1300654963,James Howe,primary care,adolescent medicine,Northeast,NY,Albany,9,academic,234,635,False,207Q00000X
1300832031,Scott Conley,cardiology,interventional,West,WA,Spokane,11,hospital,185,524,False,207RC0000X
1302899475,Martha Martinez,cardiology,interventional,Midwest,MI,Ann Arbor,7,hospital,199,323,False,207RC0000X
1304105269,Richard Taylor,cardiology,interventional,Midwest,WI,Green Bay,11,hospital,184,451,False,207RC0000X
1305686507,Sara Jones,endocrinology,bone & mineral,Southwest,TX,Austin,8,academic,168,583,False,207RE0101X
1305714580,Kimberly Coffey,endocrinology,thyroid,West,WA,Spokane,13,private,209,830,False,207RE0101X
1306006622,Brent Rose,cardiology,interventional,West,OR,Eugene,23,hospital,174,387,False,207RC0000X
1308498975,Tiffany Riddle,pulmonology,sleep medicine,Southwest,NV,Las Vegas,15,private,236,495,False,207RP1001X
1309185530,Kimberly Johnson,oncology,hematologic,Southeast,VA,Norfolk,19,private,162,409,False,207RX0202X
1309371148,Timothy Jackson,neurology,multiple sclerosis,Northeast,NY,Syracuse,12,private,163,479,False,2084N0400X
1309748980,Diana Campbell,oncology,melanoma/skin,Southeast,FL,Orlando,11,private,119,190,False,207RX0202X
1310164813,Ryan Aguilar,primary care,family medicine,Southeast,FL,Miami,5,private,197,423,False,207Q00000X
1311764207,Nicole Roberts,primary care,internal medicine,Midwest,OH,Cincinnati,6,private,250,432,False,207Q00000X
1312630019,Keith Hayes,oncology,gi malignancies,Midwest,MI,Grand Rapids,3,private,132,248,False,207RX0202X
1315385710,John Dixon,primary care,family medicine,Northeast,MA,Worcester,20,private,516,1205,True,207Q00000X
1316743925,John Roberts,primary care,geriatrics,Northeast,MA,Cambridge,16,private,385,872,False,207Q00000X
1320611266,James Pugh,pulmonology,sleep medicine,Northeast,MA,Springfield,7,hospital,179,381,False,207RP1001X
1321405205,Debbie Garcia,primary care,adolescent medicine,West,CA,San Jose,10,hospital,296,300,False,207Q00000X
1323611925,Andrea Acosta,cardiology,heart failure,Southwest,NM,Albuquerque,19,private,178,484,False,207RC0000X
1324237324,Derek Stevenson,endocrinology,diabetes,West,CA,Sacramento,9,private,176,678,False,207RE0101X
1324722952,Robert Diaz,endocrinology,obesity medicine,Northeast,CT,Stamford,12,academic,168,395,False,207RE0101X
1325850802,Joshua Bradford,neurology,epilepsy,West,CO,Colorado Springs,27,private,196,394,False,2084N0400X
1326516303,Danielle Fox,oncology,thoracic,Southwest,AZ,Phoenix,12,hospital,159,694,False,207RX0202X
1326905712,Jennifer Santiago,oncology,gi malignancies,West,CO,Denver,24,academic,141,395,False,207RX0202X
1327009084,Michele Hansen,neurology,epilepsy,Southwest,AZ,Scottsdale,13,hospital,163,392,False,2084N0400X
1328056928,Brandon Aguilar,oncology,thoracic,Northeast,ME,Bangor,7,academic,97,376,False,207RX0202X
1329851996,Julie Morris,primary care,urgent care,West,UT,Salt Lake City,40,private,316,627,True,207Q00000X
1330017819,John Walker,neurology,headache,Southwest,NM,Santa Fe,18,hospital,211,929,True,2084N0400X
1330067194,Shawn Guerrero,pulmonology,sleep medicine,West,WA,Seattle,13,hospital,269,560,False,207RP1001X
1330156328,Luis Williams,endocrinology,thyroid,Southwest,NM,Santa Fe,6,private,256,392,False,207RE0101X
1331020234,Richard Stein,cardiology,preventive,Northeast,NY,Syracuse,19,private,168,566,False,207RC0000X
1332369119,Jason Jacobs,cardiology,interventional,Southeast,NC,Raleigh,9,hospital,263,455,False,207RC0000X
1332504376,Dana Jimenez,endocrinology,thyroid,West,CA,Los Angeles,11,private,146,328,False,207RE0101X
1332815285,Michael Cohen,neurology,multiple sclerosis,West,CA,San Francisco,9,private,241,356,False,2084N0400X
1332821143,Mitchell Hunter,oncology,thoracic,Southwest,AZ,Mesa,15,hospital,202,1111,True,207RX0202X
1333043895,John Brown,endocrinology,thyroid,Northeast,NY,Albany,12,private,183,456,False,207RE0101X
1333393084,Mia Mack,primary care,internal medicine,Midwest,WI,Madison,9,private,373,377,False,207Q00000X
1333896094,Robin Adams,neurology,epilepsy,Northeast,MA,Springfield,19,hospital,140,278,False,2084N0400X
1334266016,Joshua Williams,primary care,internal medicine,Southwest,AZ,Phoenix,20,private,408,624,False,207Q00000X
1334266743,Katherine Krueger,neurology,multiple sclerosis,Southeast,SC,Greenville,11,hospital,180,462,False,2084N0400X
1334515891,Earl Harrington,cardiology,heart failure,Northeast,PA,Pittsburgh,36,private,191,486,True,207RC0000X
1334793308,Brenda Walker,neurology,movement disorders,Northeast,ME,Portland,7,hospital,226,308,False,2084N0400X
1335601583,Vanessa Wright,endocrinology,reproductive endocrinology,West,WA,Spokane,9,private,143,385,False,207RE0101X
1335670091,Christopher Ballard,primary care,internal medicine,Midwest,IN,Indianapolis,11,private,448,477,False,207Q00000X
1335912683,Tina Shaffer,neurology,epilepsy,Midwest,MN,St. Paul,11,hospital,231,385,False,2084N0400X
1337606333,Ashley Shepard,rheumatology,osteoarthritis,Midwest,MO,Columbia,16,private,197,385,False,207RR0500X
1337789832,Ebony Kim,rheumatology,vasculitis,Southeast,GA,Savannah,15,academic,146,433,False,207RR0500X
1338119237,Michael Peck,primary care,internal medicine,Northeast,NJ,Princeton,38,hospital,736,568,True,207Q00000X
1338304433,Ashley Hayes,oncology,thoracic,Southeast,SC,Columbia,14,hospital,171,605,False,207RX0202X
1338689064,Kayla Lawson,endocrinology,bone & mineral,Northeast,CT,Stamford,28,hospital,198,950,True,207RE0101X
1340345143,Jeffrey Taylor,oncology,breast,Southeast,SC,Columbia,12,academic,106,468,False,207RX0202X
1340455504,Amy Nelson,pulmonology,asthma/allergy,West,WA,Spokane,11,academic,172,290,False,207RP1001X
1341556789,Cheryl Preston,cardiology,electrophysiology,West,WA,Seattle,17,hospital,341,1286,True,207RC0000X
1341720393,Michelle Davis,pulmonology,asthma/allergy,Midwest,MN,St. Paul,21,private,249,447,False,207RP1001X
1342938887,Jacob David,neurology,stroke,Southeast,SC,Greenville,7,hospital,114,166,False,2084N0400X
1345219731,Kimberly Klein,oncology,gi malignancies,Southeast,NC,Winston-Salem,21,hospital,150,970,True,207RX0202X
1346135829,Julie Smith,primary care,family medicine,West,CO,Denver,20,private,417,1243,True,207Q00000X
1348428750,Anna Porter,rheumatology,vasculitis,West,CO,Denver,6,hospital,173,256,False,207R-R0500-X
1349076541,Jeffrey Spencer,oncology,thoracic,Midwest,OH,Cincinnati,12,hospital,87,198,False,207RX0202X
1349686455,Alyssa Flores,pulmonology,interstitial lung disease,Southeast,GA,Savannah,10,private,210,500,False,207RP1001X
1350739367,Kristin Henry,cardiology,interventional,Northeast,PA,Hershey,16,hospital,143,552,False,207RC0000X
1352216182,Heidi Daniels,primary care,family medicine,Southwest,AZ,Scottsdale,7,private,379,512,False,207Q00000X
1352333250,Danielle Richard,oncology,breast,Northeast,NY,Rochester,4,academic,97,165,False,207RX0202X
1352578078,Daniel Parrish,pulmonology,copd,Southeast,AL,Huntsville,14,private,282,588,False,207RP1001X
1352702876,Jason Cooper,rheumatology,osteoarthritis,Northeast,MA,Boston,5,hospital,116,312,False,207RR0500X
1354344503,Cassandra Glass,oncology,hematologic,Southeast,SC,Columbia,12,private,91,269,False,207RX0202X
1355374483,Michael Le,primary care,adolescent medicine,West,OR,Eugene,3,private,277,737,False,207Q00000X
1356707665,John Holland,oncology,hematologic,West,CO,Colorado Springs,11,academic,82,407,False,207RX0202X
1356982086,Shawn Hernandez,primary care,family medicine,Midwest,OH,Cincinnati,16,private,319,545,False,207Q00000X
1357524945,Kimberly Wilson,rheumatology,vasculitis,Midwest,MI,Detroit,8,hospital,258,891,False,207RR0500X
1358245029,Brandon Romero,oncology,breast,Midwest,IN,South Bend,17,academic,176,420,False,207RX0202X
1358340028,Janet Brown,oncology,gi malignancies,Southeast,FL,Miami,21,hospital,141,336,False,207RX0202X
1360698140,Anna Jones,oncology,thoracic,Northeast,CT,Hartford,21,academic,93,520,True,207RX0202X
1361512639,Tyler Hall,neurology,movement disorders,Southeast,AL,Mobile,15,hospital,285,676,True,2084N0400X
1361521440,Kevin King,endocrinology,reproductive endocrinology,Midwest,WI,Green Bay,17,academic,160,672,False,207RE0101X
1361620622,Collin Young,cardiology,interventional,West,CO,Boulder,20,private,278,513,False,207RC0000X
1362560363,Shane Thornton,cardiology,preventive,West,WA,Spokane,13,private,246,640,False,207RC0000X
1362616959,Eric Lee,neurology,multiple sclerosis,Southeast,VA,Richmond,33,academic,175,304,True,2084N0400X
1362648127,James Murray,oncology,melanoma/skin,Northeast,NY,Albany,4,private,159,333,False,207RX0202X
1363342464,Margaret Marks,primary care,urgent care,Southeast,VA,Arlington,10,hospital,622,885,False,207Q00000X
1364458855,Aaron Pierce,endocrinology,reproductive endocrinology,Southeast,SC,Columbia,14,hospital,150,574,False,207RE0101X
1364592786,Tanner Wells,endocrinology,thyroid,Southeast,VA,Charlottesville,9,hospital,162,261,False,207RE0101X
1364720148,Howard Cooper,primary care,adolescent medicine,Southeast,FL,Miami,6,hospital,384,562,False,207Q00000X
1365873573,Justin Lewis,endocrinology,reproductive endocrinology,Southwest,OK,Tulsa,25,private,155,539,True,207RE0101X
1366051187,Tina Tran,pulmonology,copd,Midwest,WI,Madison,13,hospital,231,611,True,207RP1001X
1367956301,Nicole Taylor,primary care,family medicine,Midwest,IN,Indianapolis,40,private,493,406,True,207Q00000X
1368009035,Kevin Fleming,cardiology,electrophysiology,Northeast,PA,Philadelphia,7,private,216,432,False,207RC0000X
1369172659,Madison Johnson,pulmonology,copd,Southeast,VA,Charlottesville,7,hospital,160,291,False,207RP1001X
1369949932,Jason King,cardiology,interventional,Southwest,TX,Dallas,11,hospital,203,581,False,207R-C0000-X
1370361275,Richard Griffin,rheumatology,lupus,Southwest,TX,Houston,15,private,179,294,False,207RR0500X
1370467684,Linda Smith,pulmonology,sleep medicine,Midwest,IN,South Bend,8,private,182,241,False,207RP1001X
1371002787,Molly Carpenter,rheumatology,rheumatoid arthritis,Southeast,FL,Gainesville,18,private,169,475,False,207RR0500X
1371759725,Sarah Lee,cardiology,electrophysiology,West,OR,Portland,15,private,108,398,False,207RC0000X
1372196661,Jeffery Wilson,oncology,gi malignancies,West,WA,Seattle,14,private,118,230,False,207RX0202X
1374281198,Casey Singh,pulmonology,interstitial lung disease,Southeast,GA,Augusta,6,academic,127,305,False,207RP1001X
1374898744,Troy Jones,endocrinology,obesity medicine,West,OR,Eugene,16,private,78,333,False,207RE0101X
1375349903,Michael Johnson,endocrinology,obesity medicine,West,CO,Boulder,18,private,174,520,False,207RE0101X
1375799982,Natalie Kim,oncology,genitourinary,Southeast,SC,Columbia,10,hospital,131,441,False,207RX0202X
1376656900,Leslie Williams,cardiology,preventive,Southwest,AZ,Tucson,6,hospital,164,445,False,207RC0000X
1377426493,Elizabeth Harvey,primary care,geriatrics,West,OR,Portland,13,private,337,692,False,207Q00000X
1377516020,Susan Fitzgerald,primary care,family medicine,Midwest,WI,Green Bay,11,private,239,330,False,207Q00000X
1377956168,Kevin Marquez,pulmonology,interstitial lung disease,Southeast,TN,Chattanooga,5,hospital,201,366,False,207RP1001X
1381314644,Kelly Phillips,primary care,geriatrics,Southeast,VA,Richmond,42,private,362,626,True,207Q00000X
1381937048,Edward Prince,primary care,urgent care,Midwest,WI,Milwaukee,11,hospital,323,344,False,207Q00000X
1383406257,Eric King,cardiology,electrophysiology,West,WA,Seattle,28,private,203,360,False,207RC0000X
1384158410,Aaron Miranda,oncology,genitourinary,Southeast,TN,Nashville,11,hospital,233,483,False,207RX0202X
1385532449,Kathleen Thompson,primary care,adolescent medicine,Southeast,GA,Atlanta,6,hospital,369,626,False,207Q00000X
1386514024,Michelle Wright,cardiology,electrophysiology,West,CA,Sacramento,10,hospital,276,509,False,207RC0000X
1386832996,Caroline Morales,rheumatology,osteoarthritis,West,WA,Spokane,21,hospital,188,568,True,207RR0500X
1388802401,Jonathan Watson,neurology,multiple sclerosis,Southwest,NV,Las Vegas,12,hospital,181,716,False,2084N0400X
1389159553,Holly Armstrong,primary care,geriatrics,Southeast,GA,Macon,11,private,377,501,False,207Q00000X
1389574017,Cameron Rivera,pulmonology,interstitial lung disease,Southwest,AZ,Scottsdale,8,academic,140,540,False,207RP1001X
1390158669,Ellen Price,pulmonology,interstitial lung disease,West,UT,Provo,13,hospital,181,248,False,207RP1001X
1390939977,Eric Gibson,rheumatology,rheumatoid arthritis,Midwest,MN,St. Paul,12,hospital,295,582,False,207RR0500X
1393729789,Melissa Cardenas,primary care,internal medicine,Southeast,FL,Miami,13,private,503,810,False,207Q00000X
1393791409,Michelle Lopez,rheumatology,osteoarthritis,Midwest,IL,Rockford,25,private,224,624,True,207RR0500X
1394609428,Thomas Burton,endocrinology,bone & mineral,Southwest,NV,Reno,4,hospital,222,923,False,207RE0101X
1394700250,Regina Mcfarland,pulmonology,asthma/allergy,Southeast,AL,Mobile,18,hospital,196,696,True,207R-P1001-X
1394982015,Guy Tucker,oncology,melanoma/skin,Southeast,AL,Birmingham,7,academic,131,263,False,207RX0202X
1397150222,Rodney Bell,cardiology,electrophysiology,Northeast,CT,Hartford,12,hospital,292,995,True,207RC0000X
1397955463,David Peterson,primary care,adolescent medicine,Southeast,TN,Chattanooga,14,hospital,391,827,False,207Q00000X
1398789739,Rebecca Mann,neurology,headache,Northeast,PA,Philadelphia,26,hospital,228,410,False,2084N0400X
1400951004,John Jimenez,endocrinology,reproductive endocrinology,Northeast,CT,Stamford,14,private,122,700,False,207RE0101X
1401670058,John Miller,cardiology,interventional,Midwest,IN,South Bend,32,academic,143,420,True,207RC0000X
1401677194,Alexis Nguyen,pulmonology,copd,West,OR,Eugene,14,private,252,479,False,207RP1001X
1402934529,Emily Curtis,endocrinology,obesity medicine,Southwest,TX,Dallas,23,private,172,299,False,207RE0101X
1402958817,Matthew Dixon,rheumatology,psoriatic arthritis,West,WA,Tacoma,11,private,153,663,False,207RR0500X
1403127461,Rebecca Moreno,neurology,stroke,West,CO,Denver,16,hospital,106,299,False,2084N0400X
1403453024,Joshua Williams,cardiology,interventional,Southwest,AZ,Mesa,6,hospital,251,535,False,207RC0000X
1404995171,Katie Goodman,oncology,genitourinary,West,UT,Salt Lake City,8,private,119,181,False,207RX0202X
1405577143,Destiny Kline,cardiology,preventive,West,CO,Colorado Springs,9,hospital,203,729,False,207RC0000X
1405644208,Casey Hayden,neurology,neuromuscular,West,CO,Boulder,31,private,175,422,True,2084N0400X
1406384093,Gary Vaughan,primary care,adolescent medicine,Southeast,VA,Richmond,32,academic,267,553,True,207Q00000X
1407459696,Andrew Marquez,pulmonology,sleep medicine,Southwest,NM,Santa Fe,4,private,163,272,False,207RP1001X
1407902521,Jeremy Wagner,oncology,gi malignancies,West,WA,Tacoma,8,hospital,98,248,False,207RX0202X
1407931751,Monique Harrison,oncology,genitourinary,Midwest,OH,Cincinnati,8,hospital,154,315,False,207RX0202X
