log_id,target_file,issue_type,row_key,column,original_value,new_value,notes
DQ-000931,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1323611925|month=2024-04|ndc_category=CV_ANTICOAG_ORAL,rx_volume,127,,set to NULL; outside every treatment target-category window
DQ-000932,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1371002787|month=2025-07|ndc_category=METABOLIC_GLP1_INJ,rx_volume,209,,set to NULL; outside every treatment target-category window
DQ-000933,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1132792726|month=2024-06|ndc_category=CV_ANTICOAG_ORAL,rx_volume,109,,set to NULL; outside every treatment target-category window
DQ-000934,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1140492483|month=2023-07|ndc_category=CV_ANTICOAG_ORAL,rx_volume,59,,set to NULL; outside every treatment target-category window
DQ-000935,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1657035808|month=2023-11|ndc_category=METABOLIC_GLP1_INJ,rx_volume,258,,set to NULL; outside every treatment target-category window
DQ-000936,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1798313247|month=2023-06|ndc_category=METABOLIC_GLP1_INJ,rx_volume,68,,set to NULL; outside every treatment target-category window
DQ-000937,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1854727892|month=2024-07|ndc_category=METABOLIC_GLP1_INJ,rx_volume,71,,set to NULL; outside every treatment target-category window
DQ-000938,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1042285084|month=2022-12|ndc_category=METABOLIC_GLP1_INJ,rx_volume,415,,set to NULL; outside every treatment target-category window
DQ-000939,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1782341873|month=2025-09|ndc_category=METABOLIC_GLP1_INJ,rx_volume,132,,set to NULL; outside every treatment target-category window
DQ-000940,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1243754490|month=2023-03|ndc_category=CV_ANTICOAG_ORAL,rx_volume,358,,set to NULL; outside every treatment target-category window
DQ-000941,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1251202242|month=2025-06|ndc_category=METABOLIC_GLP1_INJ,rx_volume,165,,set to NULL; outside every treatment target-category window
DQ-000942,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1905395731|month=2025-06|ndc_category=PC_ANTIHYPERTENSIVE,rx_volume,31,,set to NULL; outside every treatment target-category window
DQ-000943,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1997693654|month=2025-02|ndc_category=METABOLIC_GLP1_INJ,rx_volume,65,,set to NULL; outside every treatment target-category window
DQ-000944,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1484424456|month=2025-03|ndc_category=METABOLIC_GLP1_INJ,rx_volume,79,,set to NULL; outside every treatment target-category window
DQ-000945,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1113190601|month=2024-11|ndc_category=PULM_ICS_LABA_INH,rx_volume,98,,set to NULL; outside every treatment target-category window
DQ-000946,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1937449878|month=2025-02|ndc_category=METABOLIC_GLP1_INJ,rx_volume,32,,set to NULL; outside every treatment target-category window
DQ-000947,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1188598183|month=2025-05|ndc_category=CV_ANTICOAG_ORAL,rx_volume,707,,set to NULL; outside every treatment target-category window
DQ-000948,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1616839134|month=2024-12|ndc_category=CV_ANTICOAG_ORAL,rx_volume,387,,set to NULL; outside every treatment target-category window
DQ-000949,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1196385359|month=2025-03|ndc_category=METABOLIC_GLP1_INJ,rx_volume,218,,set to NULL; outside every treatment target-category window
DQ-000950,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1260279835|month=2024-09|ndc_category=CARD_HF_ARNI,rx_volume,40,,set to NULL; outside every treatment target-category window
DQ-000951,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1508064668|month=2025-05|ndc_category=METABOLIC_GLP1_INJ,rx_volume,92,,set to NULL; outside every treatment target-category window
DQ-000952,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1148541752|month=2025-09|ndc_category=ENDO_BASAL_INSULIN,rx_volume,1596,,set to NULL; outside every treatment target-category window
DQ-000953,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1056679651|month=2023-03|ndc_category=CARD_HF_ARNI,rx_volume,223,,set to NULL; outside every treatment target-category window
DQ-000954,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1120914548|month=2024-05|ndc_category=CARD_HF_ARNI,rx_volume,416,,set to NULL; outside every treatment target-category window
DQ-000955,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1707917476|month=2025-10|ndc_category=CV_ANTICOAG_ORAL,rx_volume,71,,set to NULL; outside every treatment target-category window
DQ-000956,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1655727265|month=2024-03|ndc_category=METABOLIC_GLP1_INJ,rx_volume,110,,set to NULL; outside every treatment target-category window
DQ-000957,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1079997809|month=2023-11|ndc_category=CV_ANTICOAG_ORAL,rx_volume,285,,set to NULL; outside every treatment target-category window
DQ-000958,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1693013389|month=2025-05|ndc_category=METABOLIC_GLP1_INJ,rx_volume,405,,set to NULL; outside every treatment target-category window
DQ-000959,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1977228745|month=2024-03|ndc_category=CARD_HF_ARNI,rx_volume,241,,set to NULL; outside every treatment target-category window
DQ-000960,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1416978082|month=2025-07|ndc_category=ONC_TARGETED_ORAL,rx_volume,103,,set to NULL; outside every treatment target-category window
DQ-000961,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1162375699|month=2024-05|ndc_category=RHEUM_JAK_ORAL,rx_volume,669,,set to NULL; outside every treatment target-category window
DQ-000962,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1742859469|month=2025-10|ndc_category=PULM_ICS_LABA_INH,rx_volume,535,,set to NULL; outside every treatment target-category window
DQ-000963,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1815549120|month=2023-11|ndc_category=CV_ANTICOAG_ORAL,rx_volume,78,,set to NULL; outside every treatment target-category window
DQ-000964,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1363342464|month=2024-06|ndc_category=CV_ANTICOAG_ORAL,rx_volume,462,,set to NULL; outside every treatment target-category window
DQ-000965,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1657025858|month=2023-02|ndc_category=CV_ANTICOAG_ORAL,rx_volume,86,,set to NULL; outside every treatment target-category window
DQ-000966,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1285330571|month=2025-10|ndc_category=CV_ANTICOAG_ORAL,rx_volume,158,,set to NULL; outside every treatment target-category window
DQ-000967,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1191540602|month=2023-10|ndc_category=CV_ANTICOAG_ORAL,rx_volume,58,,set to NULL; outside every treatment target-category window
DQ-000968,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1152018085|month=2024-08|ndc_category=PULM_ICS_LABA_INH,rx_volume,296,,set to NULL; outside every treatment target-category window
DQ-000969,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1286477181|month=2024-01|ndc_category=CV_ANTICOAG_ORAL,rx_volume,366,,set to NULL; outside every treatment target-category window
DQ-000970,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1987092370|month=2023-08|ndc_category=ONC_TARGETED_ORAL,rx_volume,319,,set to NULL; outside every treatment target-category window
DQ-000971,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1332504376|month=2023-07|ndc_category=ENDO_BASAL_INSULIN,rx_volume,167,,set to NULL; outside every treatment target-category window
DQ-000972,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1937526600|month=2024-05|ndc_category=METABOLIC_GLP1_INJ,rx_volume,44,,set to NULL; outside every treatment target-category window
DQ-000973,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1594083903|month=2023-05|ndc_category=METABOLIC_GLP1_INJ,rx_volume,167,,set to NULL; outside every treatment target-category window
DQ-000974,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1423152481|month=2025-05|ndc_category=METABOLIC_GLP1_INJ,rx_volume,535,,set to NULL; outside every treatment target-category window
DQ-000975,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1803233885|month=2025-10|ndc_category=CV_ANTICOAG_ORAL,rx_volume,222,,set to NULL; outside every treatment target-category window
DQ-000976,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1000748156|month=2024-01|ndc_category=CV_ANTICOAG_ORAL,rx_volume,458,,set to NULL; outside every treatment target-category window
DQ-000977,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1869092142|month=2023-09|ndc_category=CV_ANTICOAG_ORAL,rx_volume,623,,set to NULL; outside every treatment target-category window
DQ-000978,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1551107307|month=2024-08|ndc_category=CV_ANTICOAG_ORAL,rx_volume,419,,set to NULL; outside every treatment target-category window
DQ-000979,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1168657405|month=2024-09|ndc_category=METABOLIC_GLP1_INJ,rx_volume,107,,set to NULL; outside every treatment target-category window
DQ-000980,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1001999733|month=2025-05|ndc_category=METABOLIC_GLP1_INJ,rx_volume,42,,set to NULL; outside every treatment target-category window
DQ-000981,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1011940271|month=2023-05|ndc_category=CV_ANTICOAG_ORAL,rx_volume,160,,set to NULL; outside every treatment target-category window
DQ-000982,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1908127628|month=2025-03|ndc_category=CV_ANTICOAG_ORAL,rx_volume,168,,set to NULL; outside every treatment target-category window
DQ-000983,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1360698140|month=2023-12|ndc_category=ONC_TARGETED_ORAL,rx_volume,135,,set to NULL; outside every treatment target-category window
DQ-000984,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1834127445|month=2024-02|ndc_category=ENDO_BASAL_INSULIN,rx_volume,418,,set to NULL; outside every treatment target-category window
DQ-000985,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1306006622|month=2023-05|ndc_category=METABOLIC_GLP1_INJ,rx_volume,106,,set to NULL; outside every treatment target-category window
DQ-000986,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1488840616|month=2024-10|ndc_category=METABOLIC_GLP1_INJ,rx_volume,486,,set to NULL; outside every treatment target-category window
DQ-000987,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1567993435|month=2025-03|ndc_category=CV_ANTICOAG_ORAL,rx_volume,76,,set to NULL; outside every treatment target-category window
DQ-000988,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1464805419|month=2023-02|ndc_category=METABOLIC_GLP1_INJ,rx_volume,166,,set to NULL; outside every treatment target-category window
DQ-000989,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1702446943|month=2024-08|ndc_category=CV_ANTICOAG_ORAL,rx_volume,55,,set to NULL; outside every treatment target-category window
DQ-000990,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1362616959|month=2024-07|ndc_category=CV_ANTICOAG_ORAL,rx_volume,42,,set to NULL; outside every treatment target-category window
DQ-000991,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1356707665|month=2024-05|ndc_category=ONC_TARGETED_ORAL,rx_volume,137,,set to NULL; outside every treatment target-category window
DQ-000992,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1293528836|month=2025-01|ndc_category=PULM_ICS_LABA_INH,rx_volume,213,,set to NULL; outside every treatment target-category window
DQ-000993,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1782077311|month=2024-06|ndc_category=CV_ANTICOAG_ORAL,rx_volume,76,,set to NULL; outside every treatment target-category window
DQ-000994,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1718275724|month=2022-12|ndc_category=METABOLIC_GLP1_INJ,rx_volume,51,,set to NULL; outside every treatment target-category window
DQ-000995,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1708639657|month=2024-01|ndc_category=METABOLIC_GLP1_INJ,rx_volume,104,,set to NULL; outside every treatment target-category window
DQ-000996,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1149018644|month=2025-08|ndc_category=ONC_TARGETED_ORAL,rx_volume,192,,set to NULL; outside every treatment target-category window
DQ-000997,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1721743411|month=2025-09|ndc_category=METABOLIC_GLP1_INJ,rx_volume,112,,set to NULL; outside every treatment target-category window
DQ-000998,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1334515891|month=2023-03|ndc_category=CV_ANTICOAG_ORAL,rx_volume,118,,set to NULL; outside every treatment target-category window
DQ-000999,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1568842342|month=2023-08|ndc_category=METABOLIC_GLP1_INJ,rx_volume,49,,set to NULL; outside every treatment target-category window
DQ-001000,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1262170503|month=2023-04|ndc_category=METABOLIC_GLP1_INJ,rx_volume,252,,set to NULL; outside every treatment target-category window
DQ-001001,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1856601467|month=2023-02|ndc_category=NEURO_MIGRAINE_CGRP,rx_volume,336,,set to NULL; outside every treatment target-category window
DQ-001002,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1588179048|month=2024-01|ndc_category=CV_ANTICOAG_ORAL,rx_volume,90,,set to NULL; outside every treatment target-category window
DQ-001003,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1937449878|month=2024-09|ndc_category=NEURO_MIGRAINE_CGRP,rx_volume,75,,set to NULL; outside every treatment target-category window
DQ-001004,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1250113473|month=2025-08|ndc_category=CV_ANTICOAG_ORAL,rx_volume,34,,set to NULL; outside every treatment target-category window
DQ-001005,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1279684447|month=2025-03|ndc_category=CV_ANTICOAG_ORAL,rx_volume,78,,set to NULL; outside every treatment target-category window
DQ-001006,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1043802820|month=2024-05|ndc_category=METABOLIC_GLP1_INJ,rx_volume,89,,set to NULL; outside every treatment target-category window
DQ-001007,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1209829039|month=2023-12|ndc_category=METABOLIC_GLP1_INJ,rx_volume,244,,set to NULL; outside every treatment target-category window
DQ-001008,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1509977165|month=2024-08|ndc_category=METABOLIC_GLP1_INJ,rx_volume,585,,set to NULL; outside every treatment target-category window
DQ-001009,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1546151204|month=2024-12|ndc_category=METABOLIC_GLP1_INJ,rx_volume,377,,set to NULL; outside every treatment target-category window
DQ-001010,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1139166684|month=2023-12|ndc_category=CV_ANTICOAG_ORAL,rx_volume,119,,set to NULL; outside every treatment target-category window
DQ-001011,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1069143851|month=2025-09|ndc_category=CV_ANTICOAG_ORAL,rx_volume,110,,set to NULL; outside every treatment target-category window
DQ-001012,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1713731663|month=2025-06|ndc_category=METABOLIC_GLP1_INJ,rx_volume,328,,set to NULL; outside every treatment target-category window
DQ-001013,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1475353029|month=2024-06|ndc_category=METABOLIC_GLP1_INJ,rx_volume,181,,set to NULL; outside every treatment target-category window
DQ-001014,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1674102136|month=2025-06|ndc_category=CV_ANTICOAG_ORAL,rx_volume,62,,set to NULL; outside every treatment target-category window
DQ-001015,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1464805419|month=2025-03|ndc_category=CARD_HF_ARNI,rx_volume,41,,set to NULL; outside every treatment target-category window
DQ-001016,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1400951004|month=2023-07|ndc_category=CV_ANTICOAG_ORAL,rx_volume,284,,set to NULL; outside every treatment target-category window
DQ-001017,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1240190284|month=2023-04|ndc_category=METABOLIC_GLP1_INJ,rx_volume,70,,set to NULL; outside every treatment target-category window
DQ-001018,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1555906795|month=2024-08|ndc_category=METABOLIC_GLP1_INJ,rx_volume,478,,set to NULL; outside every treatment target-category window
DQ-001019,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1425845660|month=2023-05|ndc_category=METABOLIC_GLP1_INJ,rx_volume,36,,set to NULL; outside every treatment target-category window
DQ-001020,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1641859123|month=2024-03|ndc_category=METABOLIC_GLP1_INJ,rx_volume,124,,set to NULL; outside every treatment target-category window
DQ-001021,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1701585576|month=2024-05|ndc_category=METABOLIC_GLP1_INJ,rx_volume,165,,set to NULL; outside every treatment target-category window
DQ-001022,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1905395731|month=2023-05|ndc_category=CV_ANTICOAG_ORAL,rx_volume,69,,set to NULL; outside every treatment target-category window
DQ-001023,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1501015600|month=2025-01|ndc_category=CV_ANTICOAG_ORAL,rx_volume,58,,set to NULL; outside every treatment target-category window
DQ-001024,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1613561947|month=2023-08|ndc_category=CV_ANTICOAG_ORAL,rx_volume,203,,set to NULL; outside every treatment target-category window
DQ-001025,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1113023042|month=2024-09|ndc_category=CV_ANTICOAG_ORAL,rx_volume,114,,set to NULL; outside every treatment target-category window
DQ-001026,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1136500869|month=2023-02|ndc_category=METABOLIC_GLP1_INJ,rx_volume,65,,set to NULL; outside every treatment target-category window
DQ-001027,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1010957193|month=2023-03|ndc_category=NEURO_MIGRAINE_CGRP,rx_volume,583,,set to NULL; outside every treatment target-category window
DQ-001028,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1418704015|month=2023-06|ndc_category=METABOLIC_GLP1_INJ,rx_volume,68,,set to NULL; outside every treatment target-category window
DQ-001029,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1028772501|month=2023-08|ndc_category=NEURO_MIGRAINE_CGRP,rx_volume,226,,set to NULL; outside every treatment target-category window
DQ-001030,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1510477734|month=2023-07|ndc_category=NEURO_MIGRAINE_CGRP,rx_volume,41,,set to NULL; outside every treatment target-category window
DQ-001031,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1411375466|month=2022-12|ndc_category=CV_ANTICOAG_ORAL,rx_volume,136,,set to NULL; outside every treatment target-category window
DQ-001032,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1638368260|month=2024-10|ndc_category=METABOLIC_GLP1_INJ,rx_volume,72,,set to NULL; outside every treatment target-category window
DQ-001033,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1043802820|month=2025-08|ndc_category=METABOLIC_GLP1_INJ,rx_volume,78,,set to NULL; outside every treatment target-category window
DQ-001034,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1632734848|month=2025-04|ndc_category=CV_ANTICOAG_ORAL,rx_volume,106,,set to NULL; outside every treatment target-category window
DQ-001035,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1075683551|month=2023-09|ndc_category=CV_ANTICOAG_ORAL,rx_volume,144,,set to NULL; outside every treatment target-category window
DQ-001036,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1707268052|month=2024-03|ndc_category=CV_ANTICOAG_ORAL,rx_volume,520,,set to NULL; outside every treatment target-category window
DQ-001037,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1085047243|month=2024-11|ndc_category=METABOLIC_GLP1_INJ,rx_volume,36,,set to NULL; outside every treatment target-category window
DQ-001038,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1747637738|month=2023-04|ndc_category=METABOLIC_GLP1_INJ,rx_volume,68,,set to NULL; outside every treatment target-category window
DQ-001039,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1935314678|month=2023-08|ndc_category=CV_ANTICOAG_ORAL,rx_volume,240,,set to NULL; outside every treatment target-category window
DQ-001040,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1300654963|month=2024-06|ndc_category=PC_ANTIHYPERTENSIVE,rx_volume,253,,set to NULL; outside every treatment target-category window
DQ-001041,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1798313247|month=2025-02|ndc_category=CV_ANTICOAG_ORAL,rx_volume,129,,set to NULL; outside every treatment target-category window
DQ-001042,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1085047243|month=2025-04|ndc_category=CV_ANTICOAG_ORAL,rx_volume,15,,set to NULL; outside every treatment target-category window
DQ-001043,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1616418756|month=2024-08|ndc_category=METABOLIC_GLP1_INJ,rx_volume,192,,set to NULL; outside every treatment target-category window
DQ-001044,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1835878442|month=2023-07|ndc_category=CV_ANTICOAG_ORAL,rx_volume,70,,set to NULL; outside every treatment target-category window
DQ-001045,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1769198304|month=2024-09|ndc_category=METABOLIC_GLP1_INJ,rx_volume,25,,set to NULL; outside every treatment target-category window
DQ-001046,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1467704312|month=2023-12|ndc_category=NEURO_MIGRAINE_CGRP,rx_volume,231,,set to NULL; outside every treatment target-category window
DQ-001047,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1271463741|month=2024-02|ndc_category=CV_ANTICOAG_ORAL,rx_volume,110,,set to NULL; outside every treatment target-category window
DQ-001048,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1004543439|month=2024-09|ndc_category=METABOLIC_GLP1_INJ,rx_volume,152,,set to NULL; outside every treatment target-category window
DQ-001049,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1840863041|month=2025-09|ndc_category=CV_ANTICOAG_ORAL,rx_volume,328,,set to NULL; outside every treatment target-category window
DQ-001050,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1689059347|month=2023-09|ndc_category=PC_ANTIHYPERTENSIVE,rx_volume,211,,set to NULL; outside every treatment target-category window
DQ-001051,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1847794991|month=2025-01|ndc_category=PC_ANTIHYPERTENSIVE,rx_volume,70,,set to NULL; outside every treatment target-category window
DQ-001052,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1712092349|month=2023-10|ndc_category=ONC_TARGETED_ORAL,rx_volume,134,,set to NULL; outside every treatment target-category window
DQ-001053,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1390939977|month=2023-11|ndc_category=METABOLIC_GLP1_INJ,rx_volume,270,,set to NULL; outside every treatment target-category window
DQ-001054,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1666389063|month=2024-09|ndc_category=METABOLIC_GLP1_INJ,rx_volume,170,,set to NULL; outside every treatment target-category window
DQ-001055,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1645750203|month=2024-12|ndc_category=METABOLIC_GLP1_INJ,rx_volume,193,,set to NULL; outside every treatment target-category window
DQ-001056,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1615059528|month=2024-01|ndc_category=CV_ANTICOAG_ORAL,rx_volume,211,,set to NULL; outside every treatment target-category window
DQ-001057,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1929302226|month=2024-12|ndc_category=CV_ANTICOAG_ORAL,rx_volume,817,,set to NULL; outside every treatment target-category window
DQ-001058,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1325850802|month=2025-09|ndc_category=NEURO_MIGRAINE_CGRP,rx_volume,75,,set to NULL; outside every treatment target-category window
DQ-001059,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1613561947|month=2024-06|ndc_category=METABOLIC_GLP1_INJ,rx_volume,317,,set to NULL; outside every treatment target-category window
DQ-001060,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1338304433|month=2023-09|ndc_category=CV_ANTICOAG_ORAL,rx_volume,156,,set to NULL; outside every treatment target-category window
DQ-001061,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1308498975|month=2025-05|ndc_category=PULM_ICS_LABA_INH,rx_volume,260,,set to NULL; outside every treatment target-category window
DQ-001062,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1350739367|month=2025-10|ndc_category=CARD_HF_ARNI,rx_volume,359,,set to NULL; outside every treatment target-category window
DQ-001063,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1179994367|month=2023-09|ndc_category=METABOLIC_GLP1_INJ,rx_volume,82,,set to NULL; outside every treatment target-category window
DQ-001064,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1976038558|month=2025-01|ndc_category=CARD_HF_ARNI,rx_volume,302,,set to NULL; outside every treatment target-category window
DQ-001065,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1655321622|month=2024-09|ndc_category=METABOLIC_GLP1_INJ,rx_volume,125,,set to NULL; outside every treatment target-category window
DQ-001066,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1657655308|month=2025-03|ndc_category=METABOLIC_GLP1_INJ,rx_volume,88,,set to NULL; outside every treatment target-category window
DQ-001067,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1268222167|month=2024-01|ndc_category=METABOLIC_GLP1_INJ,rx_volume,162,,set to NULL; outside every treatment target-category window
DQ-001068,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1590337907|month=2024-06|ndc_category=CV_ANTICOAG_ORAL,rx_volume,359,,set to NULL; outside every treatment target-category window
DQ-001069,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1109634414|month=2025-09|ndc_category=METABOLIC_GLP1_INJ,rx_volume,195,,set to NULL; outside every treatment target-category window
DQ-001070,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1209464480|month=2024-05|ndc_category=METABOLIC_GLP1_INJ,rx_volume,145,,set to NULL; outside every treatment target-category window
DQ-001071,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1251202242|month=2023-04|ndc_category=METABOLIC_GLP1_INJ,rx_volume,197,,set to NULL; outside every treatment target-category window
DQ-001072,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1707268052|month=2024-03|ndc_category=METABOLIC_GLP1_INJ,rx_volume,236,,set to NULL; outside every treatment target-category window
DQ-001073,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1971977354|month=2022-12|ndc_category=CV_ANTICOAG_ORAL,rx_volume,129,,set to NULL; outside every treatment target-category window
DQ-001074,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1621842156|month=2025-02|ndc_category=METABOLIC_GLP1_INJ,rx_volume,131,,set to NULL; outside every treatment target-category window
DQ-001075,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1572650665|month=2023-08|ndc_category=ENDO_BASAL_INSULIN,rx_volume,525,,set to NULL; outside every treatment target-category window
DQ-001076,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1725198265|month=2024-03|ndc_category=CV_ANTICOAG_ORAL,rx_volume,328,,set to NULL; outside every treatment target-category window
DQ-001077,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1696806755|month=2023-05|ndc_category=METABOLIC_GLP1_INJ,rx_volume,63,,set to NULL; outside every treatment target-category window
